bvid,title,length,category,topic,season,created,play,status,video,text,url
BV1Ebpge5ESr,我不允许还有人不知道“宝石专家研修班”！,03:25,02_彩色宝石,02_彩色宝石,,1725535560,5813,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1Ebpge5ESr
BV1GZ421L7hi,捉到两只遨游太空的喵星人！太可爱啦~,02:13,【合集】原创设计首饰,11_其他,原创设计首饰,1725098400,6966,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1GZ421L7hi
BV1pf421e7dv,秋天第一杯奶茶喝了，第一件珠宝安排了吗？,00:48,11_其他,11_其他,,1724839183,5406,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/11_其他,,https://www.bilibili.com/video/BV1pf421e7dv
BV1Ab421E7ci,一不小心就入坑！这款“烛影摇红”绝美！,01:26,【合集】原创设计首饰,11_其他,原创设计首饰,1724672097,91691,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1Ab421E7ci
BV1JT421z7TE,写了两年的情书，你要看一眼么？,02:09,11_其他,11_其他,,1724498507,7356,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/11_其他,,https://www.bilibili.com/video/BV1JT421z7TE
BV1xZ421L7Ae,猫抓钱返场时间到！足金、硬金整整齐齐~,03:02,05_金属首饰与佩戴,05_金属首饰与佩戴,,1724409108,7260,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1xZ421L7Ae
BV1uy411q7WF,新品“沐花池”踏浪而来，三戴法解锁搭配~,01:33,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1724151720,18555,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1uy411q7WF
BV1ZT42167mB,金包银是智商税还是黄金平替？这些你得知道,02:48,05_金属首饰与佩戴,05_金属首饰与佩戴,,1724066196,80914,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1ZT42167mB
BV1hS421975y,当流星划过一刻，你许下了什么愿望？,02:11,【合集】原创设计首饰,11_其他,原创设计首饰,1723888800,47817,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1hS421975y
BV1Mf421i7aB,极具生命力的芬达雏菊首饰，美到心坎里了~,01:26,【合集】原创设计首饰,02_彩色宝石,原创设计首饰,1723630001,42204,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1Mf421i7aB
BV1ZS421X7v4,小珠宝公司如何打造一个品牌，真的很难么？,02:46,【合集】老许的创业系列,08_行业与商业,老许的创业系列,1723541155,4722,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】老许的创业系列,,https://www.bilibili.com/video/BV1ZS421X7v4
BV17f421B7Ct,一眼心动！鲸落星海的设计太戳我了~,01:24,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1723461224,306858,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV17f421B7Ct
BV1Gi421a7AJ,高级定制和工业化生产的平衡，珠宝商如何做,06:17,05_金属首饰与佩戴,05_金属首饰与佩戴,,1723114502,5762,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1Gi421a7AJ
BV1n4421S7y6,小珠宝公司如何穿越周期，做最后的赢家,10:03,【合集】老许的创业系列,11_其他,老许的创业系列,1723030477,3840,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】老许的创业系列,,https://www.bilibili.com/video/BV1n4421S7y6
BV1Dw4m1k78c,培育钻石行业资讯，别说我没通知你！,01:57,01_钻石,01_钻石,,1722940921,4899,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/01_钻石,,https://www.bilibili.com/video/BV1Dw4m1k78c
BV18M4m117FV,猫猫真有你的！又被可爱住了~,01:46,【合集】原创设计首饰,11_其他,原创设计首饰,1722853790,331188,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV18M4m117FV
BV1p1421t7bj,不是帕帕拉恰买不起，是尖晶更有性价比！,01:23,【合集】彩宝选购合集,02_彩色宝石,彩宝选购合集,1722593098,12575,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】彩宝选购合集,,https://www.bilibili.com/video/BV1p1421t7bj
BV1dZ421N7bR,戳中80%女生心巴的七夕礼物来啦！直接抄作业,01:35,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1722420463,18778,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1dZ421N7bR
BV1CT42167iB,哪有女生不爱花？把勿忘我融入设计 又被硬控,01:16,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1722255261,19734,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1CT42167iB
BV1Wn4y1f7Lk,发现新大陆！好多人不知道国产海水akoya！,01:21,04_有机宝石,04_有机宝石,,1721904912,12509,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1Wn4y1f7Lk
BV1PH4y1c79q,凭什么奢侈品价格高昂？珠宝商该怎么做？,07:59,07_行情与选购,07_行情与选购,,1721819443,7279,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV1PH4y1c79q
BV14W42197RJ,高颜值未涨价宝石？这一定有坦桑的名字,01:12,【合集】彩宝选购合集,02_彩色宝石,彩宝选购合集,1721646747,20199,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】彩宝选购合集,,https://www.bilibili.com/video/BV14W42197RJ
BV1NS42197yg,铲屎官们集合~猫形切割宝石终于来了！,02:26,02_彩色宝石,02_彩色宝石,,1721476028,11816,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1NS42197yg
BV1zZ421N75z,优秀的珠宝商都在偷偷学习的原因？,06:52,08_行业与商业,08_行业与商业,,1721301730,5759,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1zZ421N75z
BV1MH4y1A76B,名贵宝石中的bug，低调量少价不高~,01:46,【合集】彩宝选购合集,02_彩色宝石,彩宝选购合集,1721214884,18354,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】彩宝选购合集,,https://www.bilibili.com/video/BV1MH4y1A76B
BV1Jx4y1x7sy,出勤率冠军非彩宝排戒莫属，妥妥百搭神器~,01:24,【合集】原创设计首饰,02_彩色宝石,原创设计首饰,1721042324,20350,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1Jx4y1x7sy
BV1zb421E7rj,像素宝石？马赛克？火彩爆表，太赛博了吧~,01:52,02_彩色宝石,02_彩色宝石,,1720865201,24377,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1zb421E7rj
BV1Af421z7Zd,国产akoya申请出战！这颜值这价格直接杀疯~,01:56,04_有机宝石,04_有机宝石,,1720697482,16087,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1Af421z7Zd
BV1AJ4m1M7wA,蓝宝石爱好者狂喜！小千价格轻松拿下~,01:28,02_彩色宝石,02_彩色宝石,,1720523508,7034,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1AJ4m1M7wA
BV11T421k7gk,适配100种场合的彩宝珐琅戒指 你值得拥有！,01:52,【合集】原创设计首饰,02_彩色宝石,原创设计首饰,1720090692,188047,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV11T421k7gk
BV1zm421g7BV,15年珠宝从业者浅谈珠宝毕业生该如何创业！,06:45,08_行业与商业,08_行业与商业,,1720009350,4404,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1zm421g7BV
BV1pw4m1e7EW,这手链谁不爱⁉简直是手腕上的“莫奈花园”,01:44,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1719832903,61878,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1pw4m1e7EW
BV1RS421d77L,着急买宝石？先别急！看完这篇再决定~,04:19,02_彩色宝石,02_彩色宝石,,1719572891,11403,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1RS421d77L
BV1w4421X7eV,绝了‼新品紫苑让人狠狠心动 仿佛梦中蝴蝶~,01:57,【合集】原创设计首饰,09_品牌新品与动态,原创设计首饰,1719400962,43553,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1w4421X7eV
BV1pE421N7xn,拥有“商业名词”的宝石就这么香？别太天真,04:35,02_彩色宝石,02_彩色宝石,,1719313393,5890,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1pE421N7xn
BV1h1421r7i5,6月香港珠宝展复盘，捡漏好时机别错过~,08:22,07_行情与选购,07_行情与选购,,1718999605,6000,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV1h1421r7i5
BV1rS421d7Ag,年中珠宝狂欢，价格太美丽错过再等一年！,01:20,07_行情与选购,07_行情与选购,,1718883709,14004,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV1rS421d7Ag
BV1YS421d7nk,珠宝人沉浸式挑货 100多颗蓝宝如何优中选优？,06:42,02_彩色宝石,02_彩色宝石,,1718799609,11125,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1YS421d7nk
BV1Nz42187RQ,谁的定制珠宝这么美？😯原来是我的神仙客户,03:13,【合集】客订开箱合集,05_金属首饰与佩戴,客订开箱合集,1718365713,16825,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】客订开箱合集,,https://www.bilibili.com/video/BV1Nz42187RQ
BV1qw4m1v7pJ,珠宝商是否需要拓品？怎么长期稳定去做？,07:42,08_行业与商业,08_行业与商业,,1718273166,3713,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1qw4m1v7pJ
BV1Dw4m1v7vk,周大福停工停产背后真正原因！,06:37,08_行业与商业,08_行业与商业,,1718121257,95973,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1Dw4m1v7vk
BV1MM4m1S76z,珠宝商视角解读2024中国消费趋势,05:12,07_行情与选购,07_行情与选购,,1718019846,6252,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV1MM4m1S76z
BV1WD421u7Ua,繁花2.0与蝴蝶兰来袭 感受紫水晶带来的高级感,02:23,【合集】原创设计首饰,02_彩色宝石,原创设计首饰,1717762558,52245,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1WD421u7Ua
BV1nm42157Kr,婚戒用培育钻会出大事？为什么用铂金镶嵌少,01:14,01_钻石,01_钻石,,1717669500,9292,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/01_钻石,,https://www.bilibili.com/video/BV1nm42157Kr
BV1fM4m1z76C,珍珠还火吗？珠宝人深度剖析珍珠市场现状,07:28,04_有机宝石,04_有机宝石,,1717583279,17064,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1fM4m1z76C
BV1L4421X7t6,6月香港珠宝展，你想了解什么？,00:30,08_行业与商业,08_行业与商业,,1717500624,1304,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1L4421X7t6
BV1Ym421571f,谁懂啊！被猫猫吊坠硬控10秒~太有爱了,01:38,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1717420845,200689,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1Ym421571f
BV1yS411N79F,蓝宝石购买选择多 星光蓝宝购买需谨慎‼,01:10,02_彩色宝石,02_彩色宝石,,1717153161,6901,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1yS411N79F
BV17n4y1R7gc,买珠宝存在消费降级？高价与平价该如何平衡,02:58,07_行情与选购,07_行情与选购,,1717066483,7313,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV17n4y1R7gc
BV1is42137ox,在夏天直接封神的耳饰，让直男都心动了😍,01:12,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1716979999,10200,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1is42137ox
BV1eD42137RH,宝石漏底值得买吗？奶体，丝绒感一样么？,02:23,02_彩色宝石,02_彩色宝石,,1716898085,6430,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1eD42137RH
BV1br421w7gT,原创设计|月光下的喵星人 宛如一个守护神,01:11,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1716809479,15634,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1br421w7gT
BV1Cw4m1U7sV,世界上不能没有精切宝石呀！真的太好看啦~,02:19,02_彩色宝石,02_彩色宝石,,1716547606,6918,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1Cw4m1U7sV
BV1oU411o7XK,谁看谁迷糊的精切宝石第二弹‼绿色系迷人眼,02:50,02_彩色宝石,02_彩色宝石,,1716462857,6406,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1oU411o7XK
BV1qt421K7wH,这些精切宝石火彩优秀程度超市面上80%的宝石,02:44,02_彩色宝石,02_彩色宝石,,1716381284,6774,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1qt421K7wH
BV1Jy411a7GJ,被偶像认可是什么体验？老许尾巴要上天了！,02:00,11_其他,11_其他,,1716290168,16326,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/11_其他,,https://www.bilibili.com/video/BV1Jy411a7GJ
BV1Yr42157L9,芳华|不可错过的铃兰花！散发幸福的味道,01:24,【合集】原创设计首饰,11_其他,原创设计首饰,1716202451,52550,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1Yr42157L9
BV1bT421U7KX,珠宝定制有多香？天马行空都可以做出来~,02:47,【合集】客订开箱合集,05_金属首饰与佩戴,客订开箱合集,1715940596,9087,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】客订开箱合集,,https://www.bilibili.com/video/BV1bT421U7KX
BV1FH4y1u73Q,胡椒盐钻石是什么？这么独特想要迷倒谁啊！,01:16,01_钻石,01_钻石,,1715772607,15336,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/01_钻石,,https://www.bilibili.com/video/BV1FH4y1u73Q
BV1ur421E7J1,很多人都说填充也算老烧，刘亦菲们怎么看？,01:25,06_鉴定与避坑,06_鉴定与避坑,,1715689611,28350,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/06_鉴定与避坑,,https://www.bilibili.com/video/BV1ur421E7J1
BV1pT421U7hD,四季|将猫与春夏秋冬结合 属于珠宝人的浪漫,02:29,【合集】原创设计首饰,08_行业与商业,原创设计首饰,1715599734,7530,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1pT421U7hD
BV1mr42177kP,坦桑石预计明年要绝矿？价格会暴涨？,01:30,02_彩色宝石,02_彩色宝石,,1715421600,11541,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1mr42177kP
BV1er42177BV,快码住，一辈子成不了大珠宝公司的原因找到了,03:14,【合集】老许的创业系列,11_其他,老许的创业系列,1715251684,1957,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】老许的创业系列,,https://www.bilibili.com/video/BV1er42177BV
BV1o1421B7Qc,为什么红宝石实物和商家的图片差距那么大？,01:30,02_彩色宝石,02_彩色宝石,,1715167007,16603,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1o1421B7Qc
BV19H4y1V7EQ,码住！珠宝公司计划做了很多怎么有效推进？,03:39,【合集】老许的创业系列,11_其他,老许的创业系列,1715077188,2489,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】老许的创业系列,,https://www.bilibili.com/video/BV19H4y1V7EQ
BV1AE421L7gc,红色系宝石里的“三好学生”非他莫属！,01:19,02_彩色宝石,02_彩色宝石,,1714816800,15907,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1AE421L7gc
BV1AE42157Qn,母亲节礼物不会选？看这一期就完事儿啦~,02:46,05_金属首饰与佩戴,05_金属首饰与佩戴,,1714647722,8539,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1AE42157Qn
BV17s421K7B3,九紫离火运 今年终究没有抵挡住水晶的魅力~,01:34,02_彩色宝石,02_彩色宝石,,1714476988,102803,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV17s421K7B3
BV1Am411m7f6,喜欢蓝色系宝石的一定要知道它！泰酷辣！,01:21,02_彩色宝石,02_彩色宝石,,1714298400,22989,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1Am411m7f6
BV1BC411n76T,将“梅兰竹菊”融入珠宝首饰太绝啦！国风yyds,02:30,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1714224945,43019,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1BC411n76T
BV1Fp421Q7om,珠串碧玺怎么选？2分钟轻松学会~,02:46,02_彩色宝石,02_彩色宝石,,1714043786,13329,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1Fp421Q7om
BV1UM4m1Z78F,不是帕帕拉恰买不起而是同色系尖晶更有性价比‼,01:32,02_彩色宝石,02_彩色宝石,,1713958679,10154,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1UM4m1Z78F
BV14F4m1A7dg,让人着迷的彩虹月光石究竟是什么？,02:42,02_彩色宝石,02_彩色宝石,,1713871999,21686,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV14F4m1A7dg
BV1qE421K7sa,原来大家都在戴？东方文化真的太让人着迷,03:37,05_金属首饰与佩戴,05_金属首饰与佩戴,,1713784006,4880,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1qE421K7sa
BV1mx4y1z7q6,k金版猫抓钱来啦‼是吊坠还会转动哦~,01:33,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1713693600,7867,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1mx4y1z7q6
BV1nM4m1D7MQ,警告警告警告！黄金大涨是个局！！,06:24,05_金属首饰与佩戴,05_金属首饰与佩戴,,1713181322,49720,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1nM4m1D7MQ
BV13F4m1K7ri,猫猫“聚宝盆”来啦！铲屎官们集合~,02:27,【合集】原创设计首饰,11_其他,原创设计首饰,1713008321,8434,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV13F4m1K7ri
BV1wx421D7Rj,镶嵌不知道做什么款？别急~直接抄作业,02:23,05_金属首饰与佩戴,05_金属首饰与佩戴,,1712484000,12879,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1wx421D7Rj
BV17J4m157Tj,客订分享|怎么样拥有一件量身定制的首饰？,02:49,【合集】客订开箱合集,05_金属首饰与佩戴,客订开箱合集,1712313193,18319,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】客订开箱合集,,https://www.bilibili.com/video/BV17J4m157Tj
BV1dZ421v7tw,四月生辰石闪闪惹人爱！春日必备~,01:27,【合集】生辰石,11_其他,生辰石,1712150892,12401,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】生辰石,,https://www.bilibili.com/video/BV1dZ421v7tw
BV1oZ421v799,新品“猫生”谁说优雅与可爱不能并存？,02:15,【合集】原创设计首饰,09_品牌新品与动态,原创设计首饰,1712063427,20120,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1oZ421v799
BV1zr421t7tZ,珍珠成过气网红？市场鱼龙混杂真的会选吗？,02:43,04_有机宝石,04_有机宝石,,1711969378,7463,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1zr421t7tZ
BV1jC411L78B,干货| 7分钟学会挑选天然钻石！码住不踩坑,07:15,【合集】钻石购买攻略合集,01_钻石,钻石购买攻略合集,1711714191,9217,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】钻石购买攻略合集,,https://www.bilibili.com/video/BV1jC411L78B
BV1uz421o77i,金木水火土 五行手串解锁传统文化~,02:08,04_有机宝石,04_有机宝石,,1711623704,68048,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/04_有机宝石,,https://www.bilibili.com/video/BV1uz421o77i
BV1jx421X7bC,不是黄金戴不起，是“金包银”更有性价比！,02:45,05_金属首饰与佩戴,05_金属首饰与佩戴,,1711539435,11809,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1jx421X7bC
BV1HJ4m1L7wp,国潮风新品‼充满东方韵味的宝加木喜欢吗？,01:43,09_品牌新品与动态,09_品牌新品与动态,,1711449239,12147,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/09_品牌新品与动态,,https://www.bilibili.com/video/BV1HJ4m1L7wp
BV17u4m1T7Yo,海蓝宝中的祖母绿切很鸡肋？为什么还有？,02:38,02_彩色宝石,02_彩色宝石,,1711365855,12495,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV17u4m1T7Yo
BV1EJ4m177MU,现阶段珠宝镶嵌工厂面临挑战 该何去何从？,05:00,05_金属首饰与佩戴,05_金属首饰与佩戴,,1711105096,3588,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV1EJ4m177MU
BV14t421G7Dq,培育钻对镶嵌影响如何？有人在赚黑🖤钱？,02:16,01_钻石,01_钻石,,1711019799,5294,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/01_钻石,,https://www.bilibili.com/video/BV14t421G7Dq
BV18D421j75s,珠宝业内人士告诉你首饰镶嵌费怎么算！,04:30,05_金属首饰与佩戴,05_金属首饰与佩戴,,1710846075,17493,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/05_金属首饰与佩戴,,https://www.bilibili.com/video/BV18D421j75s
BV1BZ421h7yn,人生的第一件珠宝 你会怎么选？,02:31,07_行情与选购,07_行情与选购,,1710501428,4872,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/07_行情与选购,,https://www.bilibili.com/video/BV1BZ421h7yn
BV1Zx421C7Kx,进入珠宝行业知道这些至少 少走5年弯路！,05:04,08_行业与商业,08_行业与商业,,1710416100,6829,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1Zx421C7Kx
BV1Dm411Z7N4,有了AI 造谣成本降低 知识科普博主何去何从？,03:50,06_鉴定与避坑,06_鉴定与避坑,,1710242288,10741,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/06_鉴定与避坑,,https://www.bilibili.com/video/BV1Dm411Z7N4
BV1Ew4m1d7mL,干货|五分钟了解宝石的价格体系！,04:58,02_彩色宝石,02_彩色宝石,,1710156365,64795,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1Ew4m1d7mL
BV1Mw4m1d7z5,上新啦！定格猫咪形象将猫主子戴身上~,02:34,【合集】原创设计首饰,05_金属首饰与佩戴,原创设计首饰,1709984851,28634,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/【合集】原创设计首饰,,https://www.bilibili.com/video/BV1Mw4m1d7z5
BV1rw4m1Z7Xe,花10w去买缅甸红宝，它能增值么？,03:27,02_彩色宝石,02_彩色宝石,,1709901288,6351,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1rw4m1Z7Xe
BV1Yi421Z78k,宝石保值、增值究竟如何？这些不能忽略,06:03,02_彩色宝石,02_彩色宝石,,1709808673,5164,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1Yi421Z78k
BV1k2421M7iP,珠宝不好做，为什么珠宝老板不愿意转行？,02:23,08_行业与商业,08_行业与商业,,1709551095,5627,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/08_行业与商业,,https://www.bilibili.com/video/BV1k2421M7iP
BV1Bx4y1C7zc,祖母绿切很常见？刻面素面糖塔哪个保值？,03:16,02_彩色宝石,02_彩色宝石,,1709289000,7273,transcribed,/Users/wenjiechen/Desktop/gemology-kb/library/01_video/02_彩色宝石,,https://www.bilibili.com/video/BV1Bx4y1C7zc
